bound_type,game,repeat,Bhat,true_loss,covered,ratio_L
hoeffding,1,27,0.5229218827927997,0.37859862157451374,1,1.381203873955154
clipped_empirical_bernstein,1,27,0.4500072348706753,0.37859862157451374,1,1.1886129775095002
naive_plugin,1,27,0.39487135274323737,0.37859862157451374,1,1.0429814855137314
empirical_bernstein,1,28,0.44928126518866424,0.37859862157451374,1,1.1866954594821184
hoeffding,1,28,0.5161350595480085,0.37859862157451374,1,1.3632777039744863
clipped_empirical_bernstein,1,28,0.44453500353205866,0.37859862157451374,1,1.1741590650365525
naive_plugin,1,28,0.3880845294984463,0.37859862157451374,1,1.0250553155330642
empirical_bernstein,1,29,0.44607137501123134,0.37859862157451374,1,1.178217113300921
hoeffding,1,29,0.5121983643074206,0.37859862157451374,1,1.352879633257229
clipped_empirical_bernstein,1,29,0.4391977542816368,0.37859862157451374,1,1.1600616834131718
naive_plugin,1,29,0.38414783425785837,0.37859862157451374,1,1.0146572448158067
empirical_bernstein,1,30,0.43344244188637765,0.37859862157451374,1,1.1448600633667914
hoeffding,1,30,0.5006649145023094,0.37859862157451374,1,1.3224161050036238
clipped_empirical_bernstein,1,30,0.4283651791188916,0.37859862157451374,1,1.1314493891642
naive_plugin,1,30,0.37261438445274714,0.37859862157451374,0,0.9841937165622014
empirical_bernstein,1,31,0.44975812119224906,0.37859862157451374,1,1.1879549886415266
hoeffding,1,31,0.5164833777432678,0.37859862157451374,1,1.3641977236877403
clipped_empirical_bernstein,1,31,0.44383718751093626,0.37859862157451374,1,1.1723159098284848
naive_plugin,1,31,0.3884328476937055,0.37859862157451374,1,1.0259753352463177
empirical_bernstein,1,32,0.482652616026526,0.37859862157451374,1,1.2748398660810574
hoeffding,1,32,0.5475708097606649,0.37859862157451374,1,1.4463095704982512
clipped_empirical_bernstein,1,32,0.4772986809157991,0.37859862157451374,1,1.2606984117660336
naive_plugin,1,32,0.41952027971110256,0.37859862157451374,1,1.1080871820568285
