eta,game,true_loss,cert_failure_only,cert_success_inclusive,viol_failure_only,viol_success_inclusive
0.0,182,0.4990113127501859,0.511197660107266,0.511197660107266,0,0
0.0,183,0.40133319671502754,0.4078106896943631,0.4078106896943631,0,0
0.0,184,0.4393682344438132,0.4481344664006944,0.4481344664006944,0,0
0.0,185,0.4382409392572315,0.44724206832903096,0.44724206832903096,0,0
0.0,186,0.3720181221206723,0.3800152549970455,0.3800152549970455,0,0
0.0,187,0.2738318200725978,0.278919732409525,0.278919732409525,0,0
0.0,188,0.5508947499935917,0.5631058010143949,0.5631058010143948,0,0
0.0,189,0.3779648233184115,0.38459351239872286,0.38459351239872286,0,0
0.0,190,0.39413240329016325,0.40012348422031896,0.40012348422031896,0,0
0.0,191,0.2536526932038869,0.25543286061929377,0.25543286061929377,0,0
0.0,192,0.39947079269476343,0.40302965407577296,0.40302965407577307,0,0
0.0,193,0.523518155407532,0.5297467129364365,0.5297467129364365,0,0
0.0,194,0.3899481070874414,0.4150656014959415,0.4150656014959415,0,0
0.0,195,0.46768899920580875,0.48177234959908033,0.48177234959908033,0,0
0.0,196,0.26396995527997547,0.2673509767541084,0.26735097675410835,0,0
0.0,197,0.4221250938165295,0.427671858431794,0.427671858431794,0,0
0.0,198,0.3746727662413174,0.3823804741934118,0.3823804741934118,0,0
0.0,199,0.3728561393103729,0.3786823289011911,0.3786823289011911,0,0
0.0,200,0.4791332805071047,0.4850231644543682,0.4850231644543682,0,0
0.0,201,0.49333782251450964,0.49952128132379786,0.4995212813237979,0,0
0.0,202,0.440715321717167,0.4511192990327981,0.4511192990327981,0,0
0.0,203,0.36930861241101104,0.3769102788589285,0.3769102788589285,0,0
0.0,204,0.3266233712592103,0.3330971350931929,0.3330971350931929,0,0
0.0,205,0.4392484554330144,0.44620268933039325,0.4462026893303933,0,0
0.0,206,0.4479448939360002,0.45797897942270843,0.45797897942270843,0,0
0.0,207,0.3247306053059003,0.3288504079972229,0.32885040799722287,0,0
0.0,208,0.4623726446972267,0.4814617656514874,0.4814617656514874,0,0
0.0,209,0.4722111646285164,0.4898150081757127,0.4898150081757127,0,0
0.0,210,0.4956148047996872,0.5038450568324909,0.5038450568324909,0,0
0.0,211,0.4253033435687392,0.4341097618880311,0.4341097618880311,0,0
0.0,212,0.3844351780788701,0.3888253848532662,0.3888253848532662,0,0
0.0,213,0.315252994238474,0.32361844392822753,0.32361844392822753,0,0
0.0,214,0.40146473780758457,0.41183440062832083,0.4118344006283208,0,0
0.0,215,0.47511584665323564,0.4899019503552743,0.4899019503552743,0,0
0.0,216,0.3782894158845183,0.38318668203953143,0.38318668203953143,0,0
0.0,217,0.36867063842162423,0.3751658376725367,0.3751658376725367,0,0
0.0,218,0.4518290291769461,0.45720253180304354,0.45720253180304354,0,0
0.0,219,0.4256876747171248,0.4395851344999736,0.4395851344999736,0,0
0.0,220,0.47826707120229667,0.48582440471411886,0.4858244047141188,0,0
0.0,221,0.4383917573158939,0.4500330220222265,0.4500330220222265,0,0
0.0,222,0.3328771642697832,0.33932205718434594,0.33932205718434594,0,0
0.0,223,0.355131345016574,0.3620875112996428,0.3620875112996428,0,0
0.0,224,0.4740960719774207,0.4841073868692106,0.4841073868692106,0,0
0.0,225,0.505638480646132,0.5092831167120672,0.5092831167120672,0,0
0.0,226,0.4204189376865995,0.43006597816125886,0.43006597816125886,0,0
0.0,227,0.40049299736716204,0.4110940281651724,0.4110940281651724,0,0
0.0,228,0.40912206379485844,0.4145406141858121,0.4145406141858121,0,0
0.0,229,0.465715924727876,0.4782435058992615,0.4782435058992615,0,0
0.0,230,0.5367598473528041,0.5504223733534117,0.5504223733534117,0,0
0.0,231,0.3943651230624649,0.39853296349879835,0.39853296349879835,0,0
0.0,232,0.4487184550531151,0.4635191389531287,0.4635191389531287,0,0
0.0,233,0.49448623132699593,0.5094204231526126,0.5094204231526127,0,0
0.0,234,0.3909923671719085,0.4003271071272278,0.40032710712722785,0,0
0.0,235,0.4379382320504567,0.44464956517855025,0.44464956517855037,0,0
0.0,236,0.3893084298148856,0.3941582992572059,0.39415829925720597,0,0
0.0,237,0.3145241456217424,0.31880654342830156,0.31880654342830156,0,0
0.0,238,0.3782410847921642,0.38366681159346405,0.38366681159346405,0,0
0.0,239,0.4680106159466958,0.4802756612312315,0.4802756612312315,0,0
0.0,240,0.37617948255755135,0.3832777542765841,0.3832777542765841,0,0
0.0,241,0.3589663491347103,0.3690633707356964,0.3690633707356964,0,0
0.0,242,0.40178479721486443,0.4063192667305353,0.4063192667305353,0,0
0.0,243,0.3967472122945922,0.4043875460595401,0.4043875460595401,0,0
0.0,244,0.3359436582182554,0.34574836692324323,0.34574836692324323,0,0
0.0,245,0.4919365099615968,0.5090271192275763,0.5090271192275763,0,0
0.0,246,0.5814450685358952,0.5968967595078402,0.5968967595078402,0,0
0.0,247,0.38032936491067976,0.3884327951873358,0.388432795187336,0,0
0.0,248,0.4360642531991012,0.4418831406422175,0.4418831406422175,0,0
0.0,249,0.4209679003043276,0.4270794956495059,0.427079495649506,0,0
0.0,250,0.5444370261240282,0.5554198210595277,0.5554198210595278,0,0
0.0,251,0.4964388260300449,0.5070243939636568,0.5070243939636568,0,0
0.0,252,0.3968345147585159,0.4051496670797927,0.4051496670797928,0,0
0.0,253,0.39467042832789845,0.40369411687471446,0.4036941168747144,0,0
0.0,254,0.38170311699756665,0.3907230360312759,0.3907230360312759,0,0
0.0,255,0.5135005500998537,0.5235998496590751,0.5235998496590751,0,0
